ccode,pcode,km
ARG,ZAF,6889
ARG,ZAR,8246
ARG,ZMB,8756
ARG,ZWE,8858
ARM,ABW,11131
ARM,AFG,2270
ARM,AGO,6309
ARM,ALB,2079
ARM,AND,3587
ARM,ARE,1992
ARM,ARG,13397
ARM,ARM,
ARM,AUS,13582
ARM,AUT,2410
ARM,AZE,458
ARM,BDI,5092
ARM,BEN,5610
ARM,BFA,5876
ARM,BGD,4649
ARM,BGR,1797
ARM,BHR,1654
ARM,BHS,10604
ARM,BIH,2190
ARM,BLR,1987
ARM,BLX,3309
ARM,BLZ,11971
ARM,BMU,2017
ARM,BOL,13096
ARM,BRA,11298
ARM,BRN,8006
ARM,BTN,4354
ARM,BWA,7463
ARM,CAF,4790
ARM,CAN,8806
ARM,CHE,2987
ARM,CHL,14318
ARM,CHN,5956
ARM,CIV,6181
ARM,CMR,5273
ARM,COG,5777
ARM,COL,12146
ARM,CRI,11304
ARM,CSK,2596
ARM,CUB,11101
ARM,CYP,1129
ARM,CZE,2596
ARM,DDR,2730
ARM,DEU,2730
ARM,DJI,3186
ARM,DMA,10227
ARM,DNK,2902
ARM,DOM,10621
ARM,DZA,3616
ARM,ECU,12759
ARM,EGY,1657
ARM,ERI,2820
ARM,ESP,4025
ARM,EST,2551
ARM,ETH,3520
ARM,FIN,2596
ARM,FJI,15012
ARM,FRA,3447
ARM,GAB,5677
ARM,GBR,3617
ARM,GEO,172
ARM,GER,2730
ARM,GHA,5909
ARM,GIN,6649
ARM,GMB,6614
ARM,GNB,6651
ARM,GRC,1832
ARM,GRD,10500
ARM,GTM,12384
ARM,GUF,10264
ARM,GUY,6449
ARM,HKG,6753
ARM,HND,12211
ARM,HRV,2391
ARM,HTI,10812
ARM,HUN,2186
ARM,IDN,8154
ARM,IND,3255
ARM,IRL,4034
ARM,IRN,798
ARM,IRQ,778
ARM,ISL,4934
ARM,ISR,1286
ARM,ITA,2701
ARM,JAM,11168
ARM,JOR,1252
ARM,JPN,7946
ARM,KAZ,2703
ARM,KEN,4677
ARM,KGZ,2514
ARM,KHM,6676
ARM,KNA,10178
ARM,KOR,6900
ARM,KWT,1264
ARM,LAO,6059
ARM,LBN,1105
ARM,LBR,6641
ARM,LBY,2812
ARM,LCA,10293
ARM,LKA,5108
ARM,LTU,2154
ARM,LUX,3165
ARM,LVA,2379
ARM,MAC,6456
ARM,MAR,4621
ARM,MDA,1469
ARM,MDG,6545
ARM,MDV,4951
ARM,MEX,12429
ARM,MKD,2002
ARM,MLI,5957
ARM,MLT,2661
ARM,MMR,5609
ARM,MNG,4932
ARM,MOZ,7433
ARM,MRT,6238
ARM,MUS,6845
ARM,MWI,6096
ARM,MYS,7038
ARM,NAM,7524
ARM,NCL,14260
ARM,NER,5101
ARM,NGA,5578
ARM,NIC,12322
ARM,NLD,3307
ARM,NOR,3199
ARM,NPL,3985
ARM,NZL,15882
ARM,OMN,2281
ARM,PAK,2731
ARM,PAN,12132
ARM,PER,13556
ARM,PHL,7823
ARM,PNG,11759
ARM,POL,2234
ARM,PRK,6687
ARM,PRT,4550
ARM,PRY,12769
ARM,PYF,17176
ARM,QAT,1784
ARM,ROM,1583
ARM,RUS,1779
ARM,RWA,4918
ARM,SAU,1768
ARM,SDN,3010
ARM,SEN,6607
ARM,SER,2042
ARM,SGP,7353
ARM,SLB,13075
ARM,SLE,6702
ARM,SLV,12375
ARM,SOM,4251
ARM,SUR,10442
ARM,SVK,2346
ARM,SVN,2509
ARM,SWE,2813
ARM,SWZ,7522
ARM,SYC,5113
ARM,SYR,1066
ARM,TCD,4255
ARM,TGO,5744
ARM,THA,6172
ARM,TJK,2128
ARM,TKM,1132
ARM,TON,14684
ARM,TTO,10591
ARM,TUN,3012
ARM,TUR,1028
ARM,TWN,7181
ARM,TZA,5229
ARM,UGA,4621
ARM,UKR,1576
ARM,URY,13232
ARM,USA,9422
ARM,UZB,2089
ARM,VEN,11013
ARM,VNM,6101
ARM,VUT,14143
ARM,YDR,2778
ARM,YEM,2778
ARM,YUG,2042
ARM,ZAF,8645
ARM,ZAR,5779
ARM,ZMB,6416
ARM,ZWE,6611
AUS,ABW,15364
AUS,AFG,11356
AUS,AGO,13335
AUS,ALB,15622
AUS,AND,17160
AUS,ARE,11967
AUS,ARG,11792
AUS,ARM,13582
AUS,AUS,
AUS,AUT,15944
AUS,AZE,13167
AUS,BDI,12449
AUS,BEN,15361
AUS,BFA,16303
AUS,BGD,9016
AUS,BGR,15365
AUS,BHR,12395
AUS,BHS,15493
AUS,BIH,15771
AUS,BLR,15130
AUS,BLX,16756
AUS,BLZ,14090
AUS,BMU,11566
AUS,BOL,13100
AUS,BRA,14143
AUS,BRN,5713
AUS,BTN,9370
AUS,BWA,11132
AUS,CAF,13966
AUS,CAN,16155
AUS,CHE,16543
AUS,CHL,11382
AUS,CHN,8982
AUS,CIV,15657
AUS,CMR,14452
AUS,COG,13546
AUS,COL,14367
AUS,CRI,12229
AUS,CSK,16068
AUS,CUB,14935
AUS,CYP,14307
AUS,CZE,16068
AUS,DDR,16098
AUS,DEU,16098
AUS,DJI,12209
AUS,DMA,16290
AUS,DNK,16075
AUS,DOM,15806
AUS,DZA,16999
AUS,ECU,13757
AUS,EGY,14291
AUS,ERI,12818
AUS,ESP,17573
AUS,EST,15254
AUS,ETH,12473
AUS,FIN,15227
AUS,FJI,3462
AUS,FRA,16960
AUS,GAB,14346
AUS,GBR,17008
AUS,GEO,13621
AUS,GER,16098
AUS,GHA,15464
AUS,GIN,16664
AUS,GMB,17232
AUS,GNB,17051
AUS,GRC,15248
AUS,GRD,16014
AUS,GTM,13713
AUS,GUF,15997
AUS,GUY,17108
AUS,HKG,7387
AUS,HND,13979
AUS,HRV,15967
AUS,HTI,15577
AUS,HUN,15736
AUS,IDN,5433
AUS,IND,10350
AUS,IRL,17259
AUS,IRN,12822
AUS,IRQ,13296
AUS,ISL,16768
AUS,ISR,14003
AUS,ITA,16250
AUS,JAM,15148
AUS,JOR,13970
AUS,JPN,7925
AUS,KAZ,11389
AUS,KEN,11983
AUS,KGZ,11519
AUS,KHM,6990
AUS,KNA,16327
AUS,KOR,8390
AUS,KWT,12779
AUS,LAO,7673
AUS,LBN,14076
AUS,LBR,16200
AUS,LBY,16016
AUS,LCA,16224
AUS,LKA,8621
AUS,LTU,15273
AUS,LUX,16661
AUS,LVA,15327
AUS,MAC,8128
AUS,MAR,17877
AUS,MDA,14983
AUS,MDG,9867
AUS,MDV,9005
AUS,MEX,13197
AUS,MKD,15561
AUS,MLI,16641
AUS,MLT,15969
AUS,MMR,8023
AUS,MNG,10162
AUS,MOZ,10554
AUS,MRT,17637
AUS,MUS,8908
AUS,MWI,11361
AUS,MYS,6544
AUS,NAM,11883
AUS,NCL,2213
AUS,NER,15943
AUS,NGA,15293
AUS,NIC,13941
AUS,NLD,16673
AUS,NOR,16024
AUS,NPL,9680
AUS,NZL,2312
AUS,OMN,11557
AUS,PAK,10897
AUS,PAN,14315
AUS,PER,12888
AUS,PHL,6287
AUS,PNG,2890
AUS,POL,15577
AUS,PRK,8615
AUS,PRT,18074
AUS,PRY,12773
AUS,PYF,6362
AUS,QAT,12260
AUS,ROM,15164
AUS,RUS,14504
AUS,RWA,12490
AUS,SAU,12655
AUS,SDN,13420
AUS,SEN,17360
AUS,SER,15623
AUS,SGP,6229
AUS,SLB,3143
AUS,SLE,16551
AUS,SLV,13772
AUS,SOM,11415
AUS,SUR,15915
AUS,SVK,15878
AUS,SVN,16083
AUS,SWE,15630
AUS,SWZ,10603
AUS,SYC,10059
AUS,SYR,13990
AUS,TCD,14765
AUS,TGO,15432
AUS,THA,7469
AUS,TJK,11602
AUS,TKM,12476
AUS,TON,3069
AUS,TTO,15915
AUS,TUN,16369
AUS,TUR,14531
AUS,TWN,7320
AUS,TZA,11382
AUS,UGA,12441
AUS,UKR,14941
AUS,URY,11853
AUS,USA,15974
AUS,UZB,11780
AUS,VEN,15505
AUS,VNM,7768
AUS,VUT,2720
AUS,YDR,12339
AUS,YEM,12339
AUS,YUG,15623
AUS,ZAF,10835
AUS,ZAR,13539
AUS,ZMB,11640
AUS,ZWE,11240
AUT,ABW,8731
AUT,AFG,4590
AUT,AGO,6315
AUT,ALB,809
AUT,AND,1336
AUT,ARE,4259
AUT,ARG,11794
AUT,ARM,2410
AUT,AUS,15944
AUT,AUT,
AUT,AZE,2796
AUT,BDI,5877
AUT,BEN,4815
AUT,BFA,4615
AUT,BGD,6932
AUT,BGR,839
AUT,BHR,3852
AUT,BHS,8219
AUT,BIH,505
AUT,BLR,1020
AUT,BLX,910
AUT,BLZ,9608
AUT,BMU,4404
AUT,BOL,10957
AUT,BRA,9476
AUT,BRN,10262
AUT,BTN,6587
AUT,BWA,8138
AUT,CAF,4876
AUT,CAN,6570
AUT,CHE,600
AUT,CHL,12485
AUT,CHN,7507
AUT,CIV,5154
AUT,CMR,4992
AUT,COG,5823
AUT,COL,9755
AUT,CRI,9664
AUT,CSK,258
AUT,CUB,8731
AUT,CYP,2022
AUT,CZE,258
AUT,DDR,512
AUT,DEU,512
AUT,DJI,4778
AUT,DMA,7848
AUT,DNK,852
AUT,DOM,8212
AUT,DZA,1687
AUT,ECU,10372
AUT,EGY,2385
AUT,ERI,4205
AUT,ESP,1791
AUT,EST,1375
AUT,ETH,4832
AUT,FIN,1446
AUT,FJI,16339
AUT,FRA,1038
AUT,GAB,5359
AUT,GBR,1224
AUT,GEO,2348
AUT,GER,512
AUT,GHA,5015
AUT,GIN,5140
AUT,GMB,4906
AUT,GNB,5001
AUT,GRC,1271
AUT,GRD,8137
AUT,GTM,10019
AUT,GUF,8054
AUT,GUY,4804
AUT,HKG,8759
AUT,HND,9826
AUT,HRV,260
AUT,HTI,8401
AUT,HUN,230
AUT,IDN,10546
AUT,IND,5598
AUT,IRL,1669
AUT,IRN,3201
AUT,IRQ,2868
AUT,ISL,2875
AUT,ISR,2449
AUT,ITA,797
AUT,JAM,8762
AUT,JOR,2463
AUT,JPN,9172
AUT,KAZ,4633
AUT,KEN,5832
AUT,KGZ,4483
AUT,KHM,8963
AUT,KNA,7785
AUT,KOR,8327
AUT,KWT,3436
AUT,LAO,8296
AUT,LBN,2276
AUT,LBR,5311
AUT,LBY,1560
AUT,LCA,7923
AUT,LKA,7509
AUT,LTU,963
AUT,LUX,756
AUT,LVA,1116
AUT,MAC,8218
AUT,MAR,2560
AUT,MDA,963
AUT,MDG,8044
AUT,MDV,7293
AUT,MEX,10178
AUT,MKD,768
AUT,MLI,4545
AUT,MLT,1371
AUT,MMR,7922
AUT,MNG,6329
AUT,MOZ,8367
AUT,MRT,4430
AUT,MUS,8632
AUT,MWI,7084
AUT,MYS,9413
AUT,NAM,7850
AUT,NCL,16122
AUT,NER,4093
AUT,NGA,4822
AUT,NIC,9927
AUT,NLD,948
AUT,NOR,1326
AUT,NPL,6266
AUT,NZL,18169
AUT,OMN,4617
AUT,PAK,5141
AUT,PAN,9722
AUT,PER,11262
AUT,PHL,9869
AUT,PNG,13751
AUT,POL,563
AUT,PRK,8094
AUT,PRT,2303
AUT,PRY,10961
AUT,PYF,16375
AUT,QAT,3994
AUT,ROM,873
AUT,RUS,1663
AUT,RWA,5738
AUT,SAU,3746
AUT,SDN,3941
AUT,SEN,4857
AUT,SER,512
AUT,SGP,9726
AUT,SLB,14721
AUT,SLE,5227
AUT,SLV,10000
AUT,SOM,5840
AUT,SUR,8187
AUT,SVK,66
AUT,SVN,266
AUT,SWE,1239
AUT,SWZ,8409
AUT,SYC,7007
AUT,SYR,2347
AUT,TCD,4014
AUT,TGO,4894
AUT,THA,8478
AUT,TJK,4345
AUT,TKM,3481
AUT,TON,16202
AUT,TTO,8241
AUT,TUN,1388
AUT,TUR,1614
AUT,TWN,9014
AUT,TZA,6489
AUT,UGA,5561
AUT,UKR,1030
AUT,URY,11673
AUT,USA,7129
AUT,UZB,4182
AUT,VEN,8633
AUT,VNM,8250
AUT,VUT,15823
AUT,YDR,4468
AUT,YEM,4468
AUT,YUG,512
AUT,ZAF,9102
AUT,ZAR,5828
AUT,ZMB,7178
AUT,ZWE,7494
AZE,ABW,11528
AZE,AFG,1827
AZE,AGO,6624
AZE,ALB,2522
AZE,AND,4014
AZE,ARE,1838
AZE,ARG,13835
AZE,ARM,458
AZE,AUS,13167
AZE,AUT,2796
AZE,AZE,
AZE,BDI,5304
AZE,BEN,6024
AZE,BFA,6319
AZE,BGD,4204
AZE,BGR,2234
AZE,BHR,1577
AZE,BHS,10934
AZE,BIH,2616
AZE,BLR,2248
AZE,BLX,3679
AZE,BLZ,12280
AZE,BMU,1608
AZE,BOL,13552
AZE,BRA,11754
AZE,BRN,7561
AZE,BTN,3902
AZE,BWA,7649
AZE,CAF,5123
AZE,CAN,9065
AZE,CHE,3385
AZE,CHL,14769
AZE,CHN,5527
AZE,CIV,6608
AZE,CMR,5641
AZE,COG,6095
AZE,COL,12551
AZE,CRI,11354
AZE,CSK,2963
AZE,CUB,11418
AZE,CYP,1564
AZE,CZE,2963
AZE,DDR,3073
AZE,DEU,3073
AZE,DJI,3272
AZE,DMA,10638
AZE,DNK,3209
AZE,DOM,11001
AZE,DZA,4066
AZE,ECU,13167
AZE,EGY,2051
AZE,ERI,2985
AZE,ESP,4457
AZE,EST,2753
AZE,ETH,3669
AZE,FIN,2788
AZE,FJI,14562
AZE,FRA,3834
AZE,GAB,6044
AZE,GBR,3980
AZE,GEO,454
AZE,GER,3073
AZE,GHA,6328
AZE,GIN,7100
AZE,GMB,7071
AZE,GNB,7107
AZE,GRC,2290
AZE,GRD,10918
AZE,GTM,12694
AZE,GUF,10712
AZE,GUY,6905
AZE,HKG,6295
AZE,HND,12537
AZE,HRV,2800
AZE,HTI,11183
AZE,HUN,2578
AZE,IDN,7751
AZE,IND,2822
AZE,IRL,4380
AZE,IRN,567
AZE,IRQ,943
AZE,ISL,5179
AZE,ISR,1656
AZE,ITA,3140
AZE,JAM,11524
AZE,JOR,1618
AZE,JPN,7537
AZE,KAZ,2259
AZE,KEN,4823
AZE,KGZ,2069
AZE,KHM,6235
AZE,KNA,10580
AZE,KOR,6477
AZE,KWT,1256
AZE,LAO,5610
AZE,LBN,1503
AZE,LBR,7084
AZE,LBY,3270
AZE,LCA,10709
AZE,LKA,4771
AZE,LTU,2418
AZE,LUX,3545
AZE,LVA,2618
AZE,MAC,6007
AZE,MAR,5070
AZE,MDA,1837
AZE,MDG,6565
AZE,MDV,4673
AZE,MEX,12672
AZE,MKD,2442
AZE,MLI,6407
AZE,MLT,3119
AZE,MMR,5172
AZE,MNG,4528
AZE,MOZ,7568
AZE,MRT,6697
AZE,MUS,6779
AZE,MWI,6244
AZE,MYS,6624
AZE,NAM,7771
AZE,NCL,13802
AZE,NER,5536
AZE,NGA,5990
AZE,NIC,12660
AZE,NLD,3661
AZE,NOR,3460
AZE,NPL,3538
AZE,NZL,15456
AZE,OMN,2054
AZE,PAK,2382
AZE,PAN,12509
AZE,PER,13996
AZE,PHL,7365
AZE,PNG,11301
AZE,POL,2558
AZE,PRK,6267
AZE,PRT,4984
AZE,PRY,13222
AZE,PYF,16886
AZE,QAT,1688
AZE,ROM,2002
AZE,RUS,1914
AZE,RWA,5128
AZE,SAU,1809
AZE,SDN,3268
AZE,SEN,7065
AZE,SER,2462
AZE,SGP,6938
AZE,SLB,12619
AZE,SLE,7152
AZE,SLV,12693
AZE,SOM,4298
AZE,SUR,10885
AZE,SVK,2731
AZE,SVN,2916
AZE,SWE,3053
AZE,SWZ,7665
AZE,SYC,5042
AZE,SYR,1451
AZE,TCD,4639
AZE,TGO,6162
AZE,THA,5734
AZE,TJK,1670
AZE,TKM,692
AZE,TON,14228
AZE,TTO,11014
AZE,TUN,3466
AZE,TUR,1485
AZE,TWN,6727
AZE,TZA,5336
AZE,UGA,4814
AZE,UKR,1884
AZE,URY,13667
AZE,USA,9701
AZE,UZB,1635
AZE,VEN,11424
AZE,VNM,5644
AZE,VUT,13686
AZE,YDR,2854
AZE,YEM,2854
AZE,YUG,2462
AZE,ZAF,8853
AZE,ZAR,6096
AZE,ZMB,6604
AZE,ZWE,6771
BDI,ABW,11128
BDI,AFG,5913
BDI,AGO,1883
BDI,ALB,5072
BDI,AND,5821
BDI,ARE,4094
BDI,ARG,9597
BDI,ARM,5092
BDI,AUS,12449
BDI,AUT,5877
BDI,AZE,5304
BDI,BDI,
BDI,BEN,3170
BDI,BFA,4160
BDI,BGD,7267
BDI,BGR,5136
BDI,BHR,4012
BDI,BHS,11853
BDI,BIH,5373
BDI,BLR,6381
BDI,BLX,6464
BDI,BLZ,13060
BDI,BMU,5457
BDI,BOL,10714
BDI,BRA,8519
BDI,BRN,9523
BDI,BTN,7312
BDI,BWA,2383
BDI,CAF,1525
BDI,CAN,11447
BDI,CHE,6000
BDI,CHL,10722
BDI,CHN,9999
BDI,CIV,3762
BDI,CMR,2149
BDI,COG,1582
BDI,COL,11650
BDI,CRI,15261
BDI,CSK,6125
BDI,CUB,12383
BDI,CYP,4312
BDI,CZE,6125
BDI,DDR,6386
BDI,DEU,6386
BDI,DJI,2262
BDI,DMA,10204
BDI,DNK,6730
BDI,DOM,11086
BDI,DZA,5217
BDI,ECU,11986
BDI,EGY,3725
BDI,ERI,2336
BDI,ESP,5897
BDI,EST,7007
BDI,ETH,1715
BDI,FIN,7078
BDI,FJI,15895
BDI,FRA,6352
BDI,GAB,2255
BDI,GBR,6701
BDI,GEO,5259
BDI,GER,6386
BDI,GHA,3422
BDI,GIN,4954
BDI,GMB,5410
BDI,GNB,5284
BDI,GRC,4648
BDI,GRD,10223
BDI,GTM,13316
BDI,GUF,9116
BDI,GUY,5191
BDI,HKG,9633
BDI,HND,12977
BDI,HRV,5634
BDI,HTI,11364
BDI,HUN,5734
BDI,IDN,8558
BDI,IND,6214
BDI,IRL,7119
BDI,IRN,4887
BDI,IRQ,4366
BDI,ISL,8596
BDI,ISR,3929
BDI,ITA,5292
BDI,JAM,11851
BDI,JOR,3947
BDI,JPN,12061
BDI,KAZ,7046
BDI,KEN,833
BDI,KGZ,6867
BDI,KHM,8488
BDI,KNA,10355
BDI,KOR,10930
BDI,KWT,4139
BDI,LAO,8346
BDI,LBN,4157
BDI,LBR,4554
BDI,LBY,4510
BDI,LCA,10153
BDI,LKA,5731
BDI,LTU,6477
BDI,LUX,6287
BDI,LVA,6736
BDI,MAC,10006
BDI,MAR,5626
BDI,MDA,5635
BDI,MDG,2584
BDI,MDV,4962
BDI,MEX,14175
BDI,MKD,5129
BDI,MLI,4501
BDI,MLT,4638
BDI,MMR,7666
BDI,MNG,9382
BDI,MOZ,2495
BDI,MRT,5511
BDI,MUS,3561
BDI,MWI,1225
BDI,MYS,8055
BDI,NAM,2495
BDI,NCL,14567
BDI,NER,3545
BDI,NGA,3092
BDI,NIC,12883
BDI,NLD,6618
BDI,NOR,7203
BDI,NPL,6899
BDI,NZL,13956
BDI,OMN,4336
BDI,PAK,5125
BDI,PAN,12134
BDI,PER,11724
BDI,PHL,10251
BDI,PNG,12995
BDI,POL,6234
BDI,PRK,10789
BDI,PRT,6108
BDI,PRY,9538
BDI,PYF,17741
BDI,QAT,3991
BDI,ROM,5314
BDI,RUS,6594
BDI,RWA,177
BDI,SAU,3605
BDI,SDN,2109
BDI,SEN,5513
BDI,SER,5408
BDI,SGP,8272
BDI,SLB,14632
BDI,SLE,4899
BDI,SLV,13202
BDI,SOM,1865
BDI,SUR,9451
BDI,SVK,5861
BDI,SVN,5697
BDI,SWE,7041
BDI,SWZ,2547
BDI,SYC,2903
BDI,SYR,4148
BDI,TCD,2341
BDI,TGO,3303
BDI,THA,8059
BDI,TJK,6179
BDI,TKM,5436
BDI,TON,15463
BDI,TTO,10165
BDI,TUN,4869
BDI,TUR,4792
BDI,TWN,10382
BDI,TZA,1145
BDI,UGA,519
BDI,UKR,5952
BDI,URY,9395
BDI,USA,11676
BDI,UZB,6416
BDI,VEN,10739
BDI,VNM,8729
BDI,VUT,14967
BDI,YDR,2638
BDI,YEM,2638
BDI,YUG,5408
BDI,ZAF,3554
BDI,ZAR,1578
BDI,ZMB,1346
BDI,ZWE,1621
BEN,ABW,7992
BEN,AFG,7463
BEN,AGO,2038
BEN,ALB,4241
BEN,AND,3992
BEN,ARE,5850
BEN,ARG,7846
BEN,ARM,5610
BEN,AUS,15361
BEN,AUT,4815
BEN,AZE,6024
BEN,BDI,3170
BEN,BEN,
BEN,BFA,1002
BEN,BGD,9511
BEN,BGR,4485
BEN,BHR,5537
BEN,BHS,8694
BEN,BIH,4438
BEN,BLR,5741
BEN,BLX,4906
BEN,BLZ,9892
BEN,BMU,7029
BEN,BOL,8191
BEN,BRA,6049
BEN,BRN,12383
BEN,BTN,9396
BEN,BWA,4251
BEN,CAF,1728
BEN,CAN,8576
BEN,CHE,4572
BEN,CHL,8865
BEN,CHN,11542
BEN,CIV,686
BEN,CMR,1020
BEN,COG,1828
BEN,COL,8606
BEN,CRI,12506
BEN,CSK,4975
BEN,CUB,9218
BEN,CYP,4485
BEN,CZE,4975
BEN,DDR,5198
BEN,DEU,5198
BEN,DJI,4492
BEN,DMA,7048
BEN,DNK,5518
BEN,DOM,7918
BEN,DZA,3344
BEN,ECU,9021
BEN,EGY,3976
BEN,ERI,4086
BEN,ESP,3810
BEN,EST,6190
BEN,ETH,3970
BEN,FIN,6262
BEN,FJI,18674
BEN,FRA,4683
BEN,GAB,1020
BEN,GBR,4999
BEN,GEO,5717
BEN,GER,5198
BEN,GHA,332
BEN,GIN,1797
BEN,GMB,2241
BEN,GNB,2114
BEN,GRC,4093
BEN,GRD,7089
BEN,GTM,10159
BEN,GUF,6076
BEN,GUY,2024
BEN,HKG,11935
BEN,HND,9823
BEN,HRV,4566
BEN,HTI,8196
BEN,HUN,4809
BEN,IDN,11626
BEN,IND,8167
BEN,IRL,5265
BEN,IRN,5914
BEN,IRQ,5226
BEN,ISL,6701
BEN,ISR,4381
BEN,ITA,4021
BEN,JAM,8684
BEN,JOR,4421
BEN,JPN,13556
BEN,KAZ,8262
BEN,KEN,3863
BEN,KGZ,8068
BEN,KHM,11176
BEN,KNA,7190
BEN,KOR,12499
BEN,KWT,5389
BEN,LAO,10835
BEN,LBN,4520
BEN,LBR,1447
BEN,LBY,3292
BEN,LCA,7004
BEN,LKA,8534
BEN,LTU,5740
BEN,LUX,4788
BEN,LVA,5928
BEN,MAC,11924
BEN,MAR,3169
BEN,MDA,5189
BEN,MDG,5643
BEN,MDV,7839
BEN,MEX,11006
BEN,MKD,4341
BEN,MLI,1352
BEN,MLT,3494
BEN,MMR,10191
BEN,MNG,10541
BEN,MOZ,4808
BEN,MRT,2391
BEN,MUS,6679
BEN,MWI,4081
BEN,MYS,10959
BEN,NAM,3576
BEN,NCL,17573
BEN,NER,764
BEN,NGA,78
BEN,NIC,9743
BEN,NLD,5097
BEN,NOR,5949
BEN,NPL,8961
BEN,NZL,16102
BEN,OMN,6248
BEN,PAK,7136
BEN,PAN,9031
BEN,PER,9057
BEN,PHL,12815
BEN,PNG,16118
BEN,POL,5359
BEN,PRK,12291
BEN,PRT,3750
BEN,PRY,7387
BEN,PYF,16769
BEN,QAT,5604
BEN,ROM,4787
BEN,RUS,6265
BEN,RWA,3194
BEN,SAU,5083
BEN,SDN,3391
BEN,SEN,2347
BEN,SER,4571
BEN,SGP,11216
BEN,SLB,17784
BEN,SLE,1755
BEN,SLV,10049
BEN,SOM,4756
BEN,SUR,6395
BEN,SVK,4841
BEN,SVN,4554
BEN,SWE,6018
BEN,SWZ,4763
BEN,SYC,6004
BEN,SYR,4575
BEN,TCD,1504
BEN,TGO,161
BEN,THA,10684
BEN,TJK,7528
BEN,TKM,6520
BEN,TON,18403
BEN,TTO,7046
BEN,TUN,3430
BEN,TUR,4745
BEN,TWN,12545
BEN,TZA,4315
BEN,UGA,3378
BEN,UKR,5487
BEN,URY,7668
BEN,USA,8674
BEN,UZB,7608
BEN,VEN,7621
BEN,VNM,11094
BEN,VUT,18053
BEN,YDR,4638
BEN,YEM,4638
BEN,YUG,4571
BEN,ZAF,4757
BEN,ZAR,1834
BEN,ZMB,3738
BEN,ZWE,4137
BFA,ABW,7045
BFA,AFG,7924
BFA,AGO,2975
BFA,ALB,4194
BFA,AND,3562
BFA,ARE,6457
BFA,ARG,7524
BFA,ARM,5876
BFA,AUS,16303
BFA,AUT,4615
BFA,AZE,6319
BFA,BDI,4160
BFA,BEN,1002
BFA,BFA,
BFA,BGD,10117
BFA,BGR,4475
BFA,BHR,6102
BFA,BHS,7696
BFA,BIH,4327
BFA,BLR,5610
BFA,BLX,4503
BFA,BLZ,8912
BFA,BMU,7518
BFA,BOL,7546
BFA,BRA,5500
BFA,BRN,13170
BFA,BTN,9950
BFA,BWA,5172
BFA,CAF,2680
BFA,CAN,7611
BFA,CHE,4252
BFA,CHL,8459
BFA,CHN,11817
BFA,CIV,686
BFA,CMR,2013
BFA,COG,2819
BFA,COL,7714
BFA,CRI,11537
BFA,CSK,4725
BFA,CUB,8223
BFA,CYP,4756
BFA,CZE,4725
BFA,DDR,4914
BFA,DEU,4914
BFA,DJI,5293
BFA,DMA,6086
BFA,DNK,5198
BFA,DOM,6941
BFA,DZA,2978
BFA,ECU,8164
BFA,EGY,4338
BFA,ERI,4822
BFA,ESP,3280
BFA,EST,5963
BFA,ETH,4811
BFA,FIN,6030
BFA,FJI,19143
BFA,FRA,4255
BFA,GAB,2011
BFA,GBR,4531
BFA,GEO,5956
BFA,GER,4914
BFA,GHA,841
BFA,GIN,903
BFA,GMB,1255
BFA,GNB,1148
BFA,GRC,4169
BFA,GRD,6148
BFA,GTM,9191
BFA,GUF,5211
BFA,GUY,1033
BFA,HKG,12486
BFA,HND,8859
BFA,HRV,4389
BFA,HTI,7218
BFA,HUN,4661
BFA,IDN,12531
BFA,IND,8723
BFA,IRL,4718
BFA,IRN,6311
BFA,IRQ,5629
BFA,ISL,6066
BFA,ISR,4751
BFA,ITA,3828
BFA,JAM,7707
BFA,JOR,4794
BFA,JPN,13704
BFA,KAZ,8578
BFA,KEN,4825
BFA,KGZ,8388
BFA,KHM,11907
BFA,KNA,6218
BFA,KOR,12737
BFA,KWT,5889
BFA,LAO,11494
BFA,LBN,4847
BFA,LBR,765
BFA,LBY,3237
BFA,LCA,6051
BFA,LKA,9358
BFA,LTU,5576
BFA,LUX,4418
BFA,LVA,5723
BFA,MAC,12323
BFA,MAR,2519
BFA,MDA,5176
BFA,MDG,6645
BFA,MDV,8699
BFA,MEX,10016
BFA,MKD,4298
BFA,MLI,352
BFA,MLT,3434
BFA,MMR,10880
BFA,MNG,10726
BFA,MOZ,5760
BFA,MRT,1394
BFA,MUS,7681
BFA,MWI,5082
BFA,MYS,11789
BFA,NAM,4434
BFA,NCL,18506
BFA,NER,852
BFA,NGA,1079
BFA,NIC,8789
BFA,NLD,4693
BFA,NOR,5583
BFA,NPL,9524
BFA,NZL,16673
BFA,OMN,6876
BFA,PAK,7751
BFA,PAN,8103
BFA,PER,8329
BFA,PHL,13452
BFA,PNG,17021
BFA,POL,5177
BFA,PRK,12514
BFA,PRT,3096
BFA,PRY,6926
BFA,PYF,16100
BFA,QAT,6188
BFA,ROM,4787
BFA,RUS,6201
BFA,RWA,4175
BFA,SAU,5669
BFA,SDN,4112
BFA,SEN,1354
BFA,SER,4482
BFA,SGP,12061
BFA,SLB,18691
BFA,SLE,905
BFA,SLV,9085
BFA,SOM,5674
BFA,SUR,5516
BFA,SVK,4653
BFA,SVN,4349
BFA,SWE,5731
BFA,SWZ,5706
BFA,SYC,6957
BFA,SYR,4916
BFA,TCD,2231
BFA,TGO,896
BFA,THA,11401
BFA,TJK,7924
BFA,TKM,6892
BFA,TON,19177
BFA,TTO,6118
