ccode,pcode,km
TUR,ABW,10203
TUR,AFG,3289
TUR,AGO,5713
TUR,ALB,1091
TUR,AND,2629
TUR,ARE,2656
TUR,ARG,12434
TUR,ARM,1028
TUR,AUS,14531
TUR,AUT,1614
TUR,AZE,1485
TUR,BDI,4792
TUR,BEN,4745
TUR,BFA,4915
TUR,BGD,5666
TUR,BGR,845
TUR,BHR,2242
TUR,BHS,9807
TUR,BIH,1266
TUR,BLR,1641
TUR,BLX,2517
TUR,BLZ,11206
TUR,BMU,3004
TUR,BOL,12069
TUR,BRA,10288
TUR,BRN,9019
TUR,BTN,5379
TUR,BWA,7165
TUR,CAF,4179
TUR,CAN,8180
TUR,CHE,2124
TUR,CHL,13319
TUR,CHN,6902
TUR,CIV,5273
TUR,CMR,4549
TUR,COG,5182
TUR,COL,11200
TUR,CRI,11094
TUR,CSK,1848
TUR,CUB,10328
TUR,CYP,495
TUR,CZE,1848
TUR,DDR,2049
TUR,DEU,2049
TUR,DJI,3286
TUR,DMA,9274
TUR,DNK,2310
TUR,DOM,9726
TUR,DZA,2599
TUR,ECU,11805
TUR,EGY,1068
TUR,ERI,2770
TUR,ESP,3050
TUR,EST,2281
TUR,ETH,3452
TUR,FIN,2346
TUR,FJI,15997
TUR,FRA,2602
TUR,GAB,4953
TUR,GBR,2833
TUR,GEO,1065
TUR,GER,2049
TUR,GHA,5026
TUR,GIN,5657
TUR,GMB,5598
TUR,GNB,5641
TUR,GRC,805
TUR,GRD,9533
TUR,GTM,11615
TUR,GUF,9246
TUR,GUY,5439
TUR,HKG,7777
TUR,HND,11410
TUR,HRV,1516
TUR,HTI,9932
TUR,HUN,1387
TUR,IDN,9099
TUR,IND,4260
TUR,IRL,3283
TUR,IRN,1718
TUR,IRQ,1268
TUR,ISL,4412
TUR,ISR,931
TUR,ITA,1720
TUR,JAM,10316
TUR,JOR,931
TUR,JPN,8833
TUR,KAZ,3693
TUR,KEN,4554
TUR,KGZ,3510
TUR,KHM,7686
TUR,KNA,9241
TUR,KOR,7826
TUR,KWT,1828
TUR,LAO,7080
TUR,LBN,717
TUR,LBR,5677
TUR,LBY,1787
TUR,LCA,9332
TUR,LKA,5954
TUR,LTU,1769
TUR,LUX,2350
TUR,LVA,2032
TUR,MAC,7448
TUR,MAR,3605
TUR,MDA,900
TUR,MDG,6649
TUR,MDV,5694
TUR,MEX,11792
TUR,MKD,1031
TUR,MLI,4972
TUR,MLT,1634
TUR,MMR,6615
TUR,MNG,5826
TUR,MOZ,7255
TUR,MRT,5214
TUR,MUS,7128
TUR,MWI,5919
TUR,MYS,8006
TUR,NAM,7079
TUR,NCL,15287
TUR,NER,4175
TUR,NGA,4723
TUR,NIC,11499
TUR,NLD,2561
TUR,NOR,2711
TUR,NPL,5004
TUR,NZL,16843
TUR,OMN,3030
TUR,PAK,3634
TUR,PAN,11234
TUR,PER,12548
TUR,PHL,8850
TUR,PNG,12786
TUR,POL,1659
TUR,PRK,7606
TUR,PRT,3569
TUR,PRY,11766
TUR,PYF,17567
TUR,QAT,2384
TUR,ROM,747
TUR,RUS,1808
TUR,RWA,4629
TUR,SAU,2137
TUR,SDN,2698
TUR,SEN,5588
TUR,SER,1149
TUR,SGP,8321
TUR,SLB,14082
TUR,SLE,5715
TUR,SLV,11590
TUR,SOM,4374
TUR,SUR,9431
TUR,SVK,1559
TUR,SVN,1635
TUR,SWE,2415
TUR,SWZ,7323
TUR,SYC,5454
TUR,SYR,771
TUR,TCD,3507
TUR,TGO,4869
TUR,THA,7179
TUR,TJK,3155
TUR,TKM,2154
TUR,TON,15689
TUR,TTO,9614
TUR,TUN,1987
TUR,TUR,
TUR,TWN,8187
TUR,TZA,5176
TUR,UGA,4383
TUR,UKR,1186
TUR,URY,12277
TUR,USA,8743
TUR,UZB,3103
TUR,VEN,10057
TUR,VNM,7128
TUR,VUT,15160
TUR,YDR,2936
TUR,YEM,2936
TUR,YUG,1149
TUR,ZAF,8275
TUR,ZAR,5185
TUR,ZMB,6138
TUR,ZWE,6393
TWN,ABW,15707
TWN,AFG,5100
TWN,AGO,12252
TWN,ALB,9102
TWN,AND,10346
TWN,ARE,6714
TWN,ARG,19008
TWN,ARM,7181
TWN,AUS,7320
TWN,AUT,9014
TWN,AZE,6727
TWN,BDI,10382
TWN,BEN,12545
TWN,BFA,13016
TWN,BGD,3134
TWN,BGR,8800
TWN,BHR,7009
TWN,BHS,14123
TWN,BIH,9083
TWN,BLR,8033
TWN,BLX,9615
TWN,BLZ,14333
TWN,BMU,5522
TWN,BOL,18668
TWN,BRA,18472
TWN,BRN,2395
TWN,BTN,3171
TWN,BWA,11691
TWN,CAF,11148
TWN,CAN,12037
TWN,CHE,9574
TWN,CHL,18588
TWN,CHN,1683
TWN,CIV,13199
TWN,CMR,11859
TWN,COG,11852
TWN,COL,16324
TWN,CRI,10459
TWN,CSK,9038
TWN,CUB,14116
TWN,CYP,8279
TWN,CZE,9038
TWN,DDR,8978
TWN,DEU,8978
TWN,DJI,8300
TWN,DMA,15546
TWN,DNK,8861
TWN,DOM,15079
TWN,DZA,10623
TWN,ECU,16562
TWN,EGY,8677
TWN,ERI,8559
TWN,ESP,10796
TWN,EST,8003
TWN,ETH,8881
TWN,FIN,7965
TWN,FJI,7838
TWN,FRA,9864
TWN,GAB,12203
TWN,GBR,9801
TWN,GEO,7123
TWN,GER,8978
TWN,GHA,12873
TWN,GIN,13825
TWN,GMB,13782
TWN,GNB,13829
TWN,GRC,8981
TWN,GRD,15904
TWN,GTM,14474
TWN,GUF,16679
TWN,GUY,13626
TWN,HKG,794
TWN,HND,14709
TWN,HRV,9150
TWN,HTI,15000
TWN,HUN,8867
TWN,IDN,3824
TWN,IND,4388
TWN,IRL,9968
TWN,IRN,6705
TWN,IRQ,7388
TWN,ISL,9609
TWN,ISR,8264
TWN,ITA,9644
TWN,JAM,14867
TWN,JOR,8222
TWN,JPN,2086
TWN,KAZ,4497
TWN,KEN,9558
TWN,KGZ,4678
TWN,KHM,2336
TWN,KNA,15312
TWN,KOR,1467
TWN,KWT,7163
TWN,LAO,2131
TWN,LBN,8172
TWN,LBR,13775
TWN,LBY,9966
TWN,LCA,15693
TWN,LKA,4849
TWN,LTU,8143
TWN,LUX,9579
TWN,LVA,8128
TWN,MAC,811
TWN,MAR,11569
TWN,MDA,8174
TWN,MDG,9373
TWN,MDV,5637
TWN,MEX,13452
TWN,MKD,9004
TWN,MLI,13129
TWN,MLT,9795
TWN,MMR,2789
TWN,MNG,2844
TWN,MOZ,11103
TWN,MRT,13370
TWN,MUS,8562
TWN,MWI,10447
TWN,MYS,3247
TWN,NAM,12426
TWN,NCL,7159
TWN,NER,12195
TWN,NGA,12493
TWN,NIC,14950
TWN,NLD,9485
TWN,NOR,8730
TWN,NPL,3607
TWN,NZL,9191
TWN,OMN,6337
TWN,PAK,5453
TWN,PAN,15687
TWN,PER,17637
TWN,PHL,1192
TWN,PNG,4738
TWN,POL,8513
TWN,PRK,1603
TWN,PRT,11288
TWN,PRY,19920
TWN,PYF,10768
TWN,QAT,6947
TWN,ROM,8504
TWN,RUS,7375
TWN,RWA,10244
TWN,SAU,7466
TWN,SDN,9211
TWN,SEN,13765
TWN,SER,8914
TWN,SGP,3278
TWN,SLB,5895
TWN,SLE,13873
TWN,SLV,14608
TWN,SOM,8529
TWN,SUR,16623
TWN,SVK,8954
TWN,SVN,9239
TWN,SWE,8365
TWN,SWZ,11248
TWN,SYC,7844
TWN,SYR,8102
TWN,TCD,11046
TWN,TGO,12699
TWN,THA,2555
TWN,TJK,5094
TWN,TKM,6128
TWN,TON,7503
TWN,TTO,16093
TWN,TUN,10098
TWN,TUR,8187
TWN,TWN,
TWN,TZA,9545
TWN,UGA,9912
TWN,UKR,8001
TWN,URY,18963
TWN,USA,12674
TWN,UZB,5092
TWN,VEN,16015
TWN,VNM,1680
TWN,VUT,6977
TWN,YDR,8045
TWN,YEM,8045
TWN,YUG,8914
TWN,ZAF,12682
TWN,ZAR,11850
TWN,ZMB,11043
TWN,ZWE,10881
TZA,ABW,12267
TZA,AFG,5532
TZA,AGO,2883
TZA,ALB,5683
TZA,AND,6656
TZA,ARE,3800
TZA,ARG,10297
TZA,ARM,5229
TZA,AUS,11382
TZA,AUT,6489
TZA,AZE,5336
TZA,BDI,1145
TZA,BEN,4315
TZA,BFA,5302
TZA,BGD,6503
TZA,BGR,5685
TZA,BHR,3848
TZA,BHS,12989
TZA,BIH,5987
TZA,BLR,6817
TZA,BLX,7185
TZA,BLZ,14205
TZA,BMU,5104
TZA,BOL,11647
TZA,BRA,9483
TZA,BRN,8471
TZA,BTN,6615
TZA,BWA,2472
TZA,CAF,2644
TZA,CAN,12456
TZA,CHE,6713
TZA,CHL,11415
TZA,CHN,9391
TZA,CIV,4905
TZA,CMR,3294
TZA,COG,2679
TZA,COL,12757
TZA,CRI,16116
TZA,CSK,6746
TZA,CUB,13523
TZA,CYP,4682
TZA,CZE,6746
TZA,DDR,7000
TZA,DEU,7000
TZA,DJI,2065
TZA,DMA,11348
TZA,DNK,7328
TZA,DOM,12231
TZA,DZA,6098
TZA,ECU,13063
TZA,EGY,4160
TZA,ERI,2433
TZA,ESP,6794
TZA,EST,7456
TZA,ETH,1733
TZA,FIN,7522
TZA,FJI,14796
TZA,FRA,7112
TZA,GAB,3393
TZA,GBR,7452
TZA,GEO,5401
TZA,GER,7000
TZA,GHA,4567
TZA,GIN,6099
TZA,GMB,6553
TZA,GNB,6429
TZA,GRC,5220
TZA,GRD,11362
TZA,GTM,14459
TZA,GUF,10232
TZA,GUY,6334
TZA,HKG,8770
TZA,HND,14119
TZA,HRV,6266
TZA,HTI,12509
TZA,HUN,6314
TZA,IDN,7442
TZA,IND,5630
TZA,IRL,7895
TZA,IRN,4837
TZA,IRQ,4456
TZA,ISL,9321
TZA,ISR,4252
TZA,ITA,6011
TZA,JAM,12997
TZA,JOR,4259
TZA,JPN,11376
TZA,KAZ,6725
TZA,KEN,665
TZA,KGZ,6565
TZA,KHM,7512
TZA,KNA,11501
TZA,KOR,10272
TZA,KWT,4088
TZA,LAO,7449
TZA,LBN,4478
TZA,LBR,5697
TZA,LBY,5286
TZA,LCA,11296
TZA,LKA,4761
TZA,LTU,6937
TZA,LUX,7002
TZA,LVA,7201
TZA,MAC,9265
TZA,MAR,6622
TZA,MDA,6068
TZA,MDG,1602
TZA,MDV,3974
TZA,MEX,15318
TZA,MKD,5721
TZA,MLI,5642
TZA,MLT,5382
TZA,MMR,6772
TZA,MNG,8946
TZA,MOZ,2245
TZA,MRT,6644
TZA,MUS,2475
TZA,MWI,1005
TZA,MYS,7003
TZA,NAM,2959
TZA,NCL,13457
TZA,NER,4663
TZA,NGA,4237
TZA,NIC,14021
TZA,NLD,7320
TZA,NOR,7785
TZA,NPL,6229
TZA,NZL,13053
TZA,OMN,3930
TZA,PAK,4590
TZA,PAN,13259
TZA,PER,12689
TZA,PHL,9284
TZA,PNG,11855
TZA,POL,6759
TZA,PRK,10160
TZA,PRT,7063
TZA,PRY,10375
TZA,PYF,17235
TZA,QAT,3785
TZA,ROM,5805
TZA,RUS,6904
TZA,RWA,1133
TZA,SAU,3532
TZA,SDN,2548
TZA,SEN,6656
TZA,SER,5989
TZA,SGP,7202
TZA,SLB,13487
TZA,SLE,6043
TZA,SLV,14343
TZA,SOM,1163
TZA,SUR,10571
TZA,SVK,6461
TZA,SVN,6347
TZA,SWE,7557
TZA,SWZ,2355
TZA,SYC,1816
TZA,SYR,4446
TZA,TCD,3383
TZA,TGO,4448
TZA,THA,7115
TZA,TJK,5865
TZA,TKM,5302
TZA,TON,14352
TZA,TTO,11299
TZA,TUN,5669
TZA,TUR,5176
TZA,TWN,9545
TZA,TZA,
TZA,UGA,1065
TZA,UKR,6363
TZA,URY,10095
TZA,USA,12739
TZA,UZB,6151
TZA,VEN,11873
TZA,VNM,7868
TZA,VUT,13839
TZA,YDR,2484
TZA,YEM,2484
TZA,YUG,5989
TZA,ZAF,3705
TZA,ZAR,2674
TZA,ZMB,1549
TZA,ZWE,1540
UGA,ABW,11370
UGA,AFG,5394
UGA,AGO,2341
UGA,ALB,4752
UGA,AND,5626
UGA,ARE,3575
UGA,ARG,10097
UGA,ARM,4621
UGA,AUS,12441
UGA,AUT,5561
UGA,AZE,4814
UGA,BDI,519
UGA,BEN,3378
UGA,BFA,4338
UGA,BGD,6786
UGA,BGR,4790
UGA,BHR,3497
UGA,BHS,11981
UGA,BIH,5056
UGA,BLR,5998
UGA,BLX,6204
UGA,BLZ,13246
UGA,BMU,4937
UGA,BOL,11148
UGA,BRA,8947
UGA,BRN,9157
UGA,BTN,6818
UGA,BWA,2842
UGA,CAF,1658
UGA,CAN,11392
UGA,CHE,5734
UGA,CHL,11221
UGA,CHN,9488
UGA,CIV,4013
UGA,CMR,2371
UGA,COG,1975
UGA,COL,11954
UGA,CRI,15099
UGA,CSK,5814
UGA,CUB,12524
UGA,CYP,3896
UGA,CZE,5814
UGA,DDR,6073
UGA,DEU,6073
UGA,DJI,1743
UGA,DMA,10422
UGA,DNK,6411
UGA,DOM,11278
UGA,DZA,5052
UGA,ECU,12325
UGA,EGY,3325
UGA,ERI,1834
UGA,ESP,5745
UGA,EST,6631
UGA,ETH,1197
UGA,FIN,6700
UGA,FJI,15833
UGA,FRA,6112
UGA,GAB,2551
UGA,GBR,6457
UGA,GEO,4790
UGA,GER,6073
UGA,GHA,3659
UGA,GIN,5176
UGA,GMB,5593
UGA,GNB,5481
UGA,GRC,4309
UGA,GRD,10467
UGA,GTM,13529
UGA,GUF,9416
UGA,GUY,5371
UGA,HKG,9172
UGA,HND,13196
UGA,HRV,5327
UGA,HTI,11555
UGA,HUN,5404
UGA,IDN,8267
UGA,IND,5706
UGA,IRL,6891
UGA,IRN,4384
UGA,IRQ,3882
UGA,ISL,8344
UGA,ISR,3495
UGA,ITA,5027
UGA,JAM,12043
UGA,JOR,3511
UGA,JPN,11556
UGA,KAZ,6527
UGA,KEN,487
UGA,KGZ,6349
UGA,KHM,8078
UGA,KNA,10556
UGA,KOR,10423
UGA,KWT,3634
UGA,LAO,7902
UGA,LBN,3724
UGA,LBR,4805
UGA,LBY,4274
UGA,LCA,10382
UGA,LKA,5330
UGA,LTU,6103
UGA,LUX,6023
UGA,LVA,6364
UGA,MAC,9514
UGA,MAR,5557
UGA,MDA,5248
UGA,MDG,2650
UGA,MDV,4578
UGA,MEX,14324
UGA,MKD,4801
UGA,MLI,4667
UGA,MLT,4384
UGA,MMR,7223
UGA,MNG,8863
UGA,MOZ,2872
UGA,MRT,5642
UGA,MUS,3538
UGA,MWI,1540
UGA,MYS,7696
UGA,NAM,3009
UGA,NCL,14488
UGA,NER,3649
UGA,NGA,3301
UGA,NIC,13121
UGA,NLD,6348
UGA,NOR,6879
UGA,NPL,6401
UGA,NZL,14104
UGA,OMN,3819
UGA,PAK,4615
UGA,PAN,12405
UGA,PER,12139
UGA,PHL,9828
UGA,PNG,12744
UGA,POL,5883
UGA,PRK,10279
UGA,PRT,6002
UGA,PRY,10009
UGA,PYF,18134
UGA,QAT,3473
UGA,ROM,4946
UGA,RUS,6171
UGA,RWA,350
UGA,SAU,3095
UGA,SDN,1685
UGA,SEN,5688
UGA,SER,5077
UGA,SGP,7926
UGA,SLB,14405
UGA,SLE,5131
UGA,SLV,13422
UGA,SOM,1446
UGA,SUR,9745
UGA,SVK,5540
UGA,SVN,5398
UGA,SWE,6689
UGA,SWZ,2942
UGA,SYC,2626
UGA,SYR,3709
UGA,TCD,2327
UGA,TGO,3524
UGA,THA,7634
UGA,TJK,5660
UGA,TKM,4926
UGA,TON,15381
UGA,TTO,10422
UGA,TUN,4649
UGA,TUR,4383
UGA,TWN,9912
UGA,TZA,1065
UGA,UGA,
UGA,UKR,5558
UGA,URY,9895
UGA,USA,11676
UGA,UZB,5899
UGA,VEN,10997
UGA,VNM,8270
UGA,VUT,14848
UGA,YDR,2119
UGA,YEM,2119
UGA,YUG,5077
UGA,ZAF,4039
UGA,ZAR,1972
UGA,ZMB,1796
UGA,ZWE,2013
UKR,ABW,9683
UKR,AFG,3614
UKR,AGO,6726
UKR,ALB,1254
UKR,AND,2362
UKR,ARE,3552
UKR,ARG,12777
UKR,ARM,1576
UKR,AUS,14941
UKR,AUT,1030
UKR,AZE,1884
UKR,BDI,5952
UKR,BEN,5487
UKR,BFA,5440
UKR,BGD,5925
UKR,BGR,1004
UKR,BHR,3184
UKR,BHS,9051
UKR,BIH,1123
UKR,BLR,461
UKR,BLX,1831
UKR,BLZ,10405
UKR,BMU,3472
UKR,BOL,11987
UKR,BRA,10482
UKR,BRN,9242
UKR,BTN,5572
UKR,BWA,8312
UKR,CAF,5212
UKR,CAN,7232
UKR,CHE,1624
UKR,CHL,13503
UKR,CHN,6527
UKR,CIV,5915
UKR,CMR,5478
UKR,COG,6206
UKR,COL,10717
UKR,CRI,9932
UKR,CSK,1128
UKR,CUB,9538
UKR,CYP,1681
UKR,CZE,1128
UKR,DDR,1197
UKR,DEU,1197
UKR,DJI,4449
UKR,DMA,8827
UKR,DNK,1329
UKR,DOM,9136
UKR,DZA,2640
UKR,ECU,11337
UKR,EGY,2233
UKR,ERI,3951
UKR,ESP,2819
UKR,EST,1098
UKR,ETH,4637
UKR,FIN,1161
UKR,FJI,15515
UKR,FRA,2019
UKR,GAB,5870
UKR,GBR,2118
UKR,GEO,1468
UKR,GER,1197
UKR,GHA,5728
UKR,GIN,6047
UKR,GMB,5862
UKR,GNB,5944
UKR,GRC,1443
UKR,GRD,9127
UKR,GTM,10818
UKR,GUF,9082
UKR,GUY,5744
UKR,HKG,7730
UKR,HND,10655
UKR,HRV,1149
UKR,HTI,9310
UKR,HUN,866
UKR,IDN,9584
UKR,IND,4622
UKR,IRL,2501
UKR,IRN,2367
UKR,IRQ,2211
UKR,ISL,3371
UKR,ISR,2113
UKR,ITA,1668
UKR,JAM,9643
UKR,JOR,2110
UKR,JPN,8277
UKR,KAZ,3602
UKR,KEN,5740
UKR,KGZ,3454
UKR,KHM,7951
UKR,KNA,8750
UKR,KOR,7378
UKR,KWT,2771
UKR,LAO,7276
UKR,LBN,1892
UKR,LBR,6170
UKR,LBY,2217
UKR,LCA,8909
UKR,LKA,6654
UKR,LTU,607
UKR,LUX,1721
UKR,LVA,862
UKR,MAC,7211
UKR,MAR,3568
UKR,MDA,326
UKR,MDG,7825
UKR,MDV,6525
UKR,MEX,10857
UKR,MKD,1151
UKR,MLI,5415
UKR,MLT,2016
UKR,MMR,6921
UKR,MNG,5366
UKR,MOZ,8428
UKR,MRT,5404
UKR,MUS,8263
UKR,MWI,7097
UKR,MYS,8438
UKR,NAM,8166
UKR,NCL,15140
UKR,NER,4819
UKR,NGA,5480
UKR,NIC,10776
UKR,NLD,1790
UKR,NOR,1633
UKR,NPL,5262
UKR,NZL,17138
UKR,OMN,3857
UKR,PAK,4266
UKR,PAN,10640
UKR,PER,12271
UKR,PHL,8840
UKR,PNG,12732
UKR,POL,675
UKR,PRK,7147
UKR,PRT,3333
UKR,PRY,11970
UKR,PYF,16403
UKR,QAT,3321
UKR,ROM,714
UKR,RUS,778
UKR,RWA,5793
UKR,SAU,3192
UKR,SDN,3874
UKR,SEN,5823
UKR,SER,962
UKR,SGP,8750
UKR,SLB,13776
UKR,SLE,6127
UKR,SLV,10814
UKR,SOM,5540
UKR,SUR,9211
UKR,SVK,967
UKR,SVN,1239
UKR,SWE,1275
UKR,SWZ,8493
UKR,SYC,6561
UKR,SYR,1934
UKR,TCD,4445
UKR,TGO,5588
UKR,THA,7473
UKR,TJK,3342
UKR,TKM,2540
UKR,TON,15313
UKR,TTO,9238
UKR,TUN,2199
UKR,TUR,1186
UKR,TWN,8001
UKR,TZA,6363
UKR,UGA,5558
UKR,UKR,
UKR,URY,12647
UKR,USA,7846
UKR,UZB,3163
UKR,VEN,9610
UKR,VNM,7221
UKR,VUT,14882
UKR,YDR,4082
UKR,YEM,4082
UKR,YUG,962
UKR,ZAF,9387
UKR,ZAR,6209
UKR,ZMB,7295
UKR,ZWE,7563
URY,ABW,5427
URY,AFG,15082
URY,AGO,7589
URY,ALB,11468
URY,AND,10366
URY,ARE,13325
URY,ARG,203
URY,ARM,13232
URY,AUS,11853
URY,AUT,11673
URY,AZE,13667
URY,BDI,9395
URY,BEN,7668
URY,BFA,7363
URY,BGD,16593
URY,BGR,11765
URY,BHR,13095
URY,BHS,7003
URY,BIH,11532
URY,BLR,12684
URY,BLX,11168
URY,BLZ,6718
URY,BMU,14628
URY,BOL,2360
URY,BRA,2293
URY,BRN,16573
URY,BTN,16699
URY,BWA,7786
URY,CAF,8864
URY,CAN,9100
URY,CHE,11147
URY,CHL,1328
URY,CHN,19172
URY,CIV,7062
URY,CMR,8207
URY,COG,8046
URY,COL,4770
URY,CRI,10506
URY,CSK,11684
URY,CUB,6989
URY,CYP,12105
URY,CZE,11684
URY,DDR,11778
URY,DEU,11778
URY,DJI,11596
URY,DMA,5581
URY,DNK,11936
URY,DOM,6057
URY,DZA,10008
URY,ECU,4476
URY,EGY,11635
URY,ERI,11438
URY,ESP,9931
URY,EST,12802
URY,ETH,11013
URY,FIN,12847
URY,FJI,11823
URY,FRA,10910
URY,GAB,7830
URY,GBR,11016
URY,GEO,13318
URY,GER,11778
URY,GHA,7353
URY,GIN,6640
URY,GMB,6786
URY,GNB,6709
URY,GRC,11515
URY,GRD,5225
URY,GTM,6543
URY,GUF,4375
URY,GUY,6911
URY,HKG,18385
URY,HND,6332
URY,HRV,11507
URY,HTI,6132
URY,HUN,11793
URY,IDN,15166
URY,IND,15592
URY,IRL,10900
URY,IRN,13581
URY,IRQ,12893
URY,ISL,11399
URY,ISR,12044
URY,ITA,10980
URY,JAM,6251
URY,JOR,12085
URY,JPN,18629
URY,KAZ,15923
URY,KEN,10189
URY,KGZ,15730
URY,KHM,16805
URY,KNA,5818
URY,KOR,19635
URY,KWT,13017
URY,LAO,17198
URY,LBN,12171
URY,LBR,6600
URY,LBY,10549
URY,LCA,5433
URY,LKA,14592
URY,LTU,12593
URY,LUX,11181
URY,LVA,12644
URY,MAC,19319
URY,MAR,9120
URY,MDA,12434
URY,MDG,10030
URY,MDV,13834
URY,MEX,7525
URY,MKD,11570
URY,MLI,7311
URY,MLT,10734
URY,MMR,16625
URY,MNG,18000
URY,MOZ,8314
URY,MRT,7246
URY,MUS,10743
URY,MWI,9136
URY,MYS,15842
URY,NAM,7144
URY,NCL,12305
URY,NER,8132
URY,NGA,7708
URY,NIC,6088
URY,NLD,11315
URY,NOR,12123
URY,NPL,16293
URY,NZL,10155
URY,OMN,13652
URY,PAK,14497
URY,PAN,5390
URY,PER,3280
URY,PHL,17777
URY,PNG,14588
URY,POL,12205
URY,PRK,19534
URY,PRT,9468
URY,PRY,1055
URY,PYF,9229
URY,QAT,13131
URY,ROM,12073
URY,RUS,13336
URY,RWA,9550
URY,SAU,12633
URY,SDN,10844
URY,SEN,6825
URY,SER,11699
URY,SGP,15770
URY,SLB,13672
URY,SLE,6573
URY,SLV,6414
URY,SOM,11189
URY,SUR,4464
URY,SVK,11728
URY,SVN,11430
URY,SWE,12457
URY,SWZ,8168
URY,SYC,11677
URY,SYR,12231
URY,TCD,9121
URY,TGO,7523
URY,THA,16707
URY,TJK,15190
URY,TKM,14187
URY,TON,12098
URY,TTO,5035
URY,TUN,10475
URY,TUR,12277
URY,TWN,18963
URY,TZA,10095
URY,UGA,9895
URY,UKR,12647
URY,URY,
URY,USA,8461
URY,UZB,15274
URY,VEN,5122
URY,VNM,17700
URY,VUT,12566
URY,YDR,11905
URY,YEM,11905
URY,YUG,11699
URY,ZAF,6696
URY,ZAR,8047
URY,ZMB,8554
URY,ZWE,8657
USA,ABW,3039
USA,AFG,11178
USA,AGO,10633
USA,ALB,7776
USA,AND,6390
USA,ARE,11373
USA,ARG,8390
USA,ARM,9422
USA,AUS,15974
USA,AUT,7129
USA,AZE,9701
USA,BDI,11676
USA,BEN,8674
USA,BFA,7684
USA,BGD,12954
USA,BGR,7934
USA,BHR,10976
USA,BHS,1543
USA,BIH,7521
USA,BLR,7454
USA,BLX,6231
USA,BLZ,2621
USA,BMU,11189
USA,BOL,6219
USA,BRA,6788
USA,BRN,15064
USA,BTN,12525
USA,BWA,12750
USA,CAF,10156
USA,CAN,719
USA,CHE,6654
USA,CHL,8072
USA,CHN,11207
USA,CIV,8258
USA,CMR,9635
USA,COG,10501
USA,COL,3851
USA,CRI,3896
USA,CSK,6899
USA,CUB,1832
USA,CYP,9128
USA,CZE,6899
USA,DDR,6721
USA,DEU,6721
USA,DJI,11682
USA,DMA,3041
USA,DNK,6521
USA,DOM,2406
USA,DZA,6815
USA,ECU,4351
USA,EGY,9358
USA,ERI,11066
USA,ESP,6126
USA,EST,6973
USA,ETH,11522
USA,FIN,6949
USA,FJI,12523
USA,FRA,6178
USA,GAB,9692
USA,GBR,5916
USA,GEO,9310
USA,GER,6721
USA,GHA,8515
USA,GIN,7094
USA,GMB,6540
USA,GNB,6705
USA,GRC,8245
USA,GRD,3351
USA,GTM,3027
USA,GUF,4576
USA,GUY,6727
USA,HKG,13136
USA,HND,2942
USA,HRV,7247
USA,HTI,2339
USA,HUN,7357
USA,IDN,16377
USA,IND,12089
USA,IRL,5461
USA,IRN,10211
USA,IRQ,9988
USA,ISL,4537
USA,ISR,9529
USA,ITA,7235
USA,JAM,2329
USA,JOR,9551
USA,JPN,10962
USA,KAZ,10530
USA,KEN,12126
USA,KGZ,10498
USA,KHM,14450
USA,KNA,2779
USA,KOR,11212
USA,KWT,10558
USA,LAO,13757
USA,LBN,9383
USA,LBR,7567
USA,LBY,7758
USA,LCA,3189
USA,LKA,14413
USA,LTU,7284
USA,LUX,6404
USA,LVA,7085
USA,MAC,12093
USA,MAR,6143
USA,MDA,7980
USA,MDG,14256
USA,MDV,14370
USA,MEX,3052
USA,MKD,7793
USA,MLI,7333
USA,MLT,7733
USA,MMR,13840
USA,MNG,10372
USA,MOZ,13396
USA,MRT,6290
USA,MUS,15214
USA,MWI,12738
USA,MYS,15371
USA,NAM,11902
USA,NCL,13825
USA,NER,8158
USA,NGA,8747
USA,NIC,3125
USA,NLD,6183
USA,NOR,6240
USA,NPL,12434
USA,NZL,14127
USA,OMN,11700
USA,PAK,12054
USA,PAN,3387
USA,PER,5677
USA,PHL,13839
USA,PNG,14567
USA,POL,7193
USA,PRK,11073
USA,PRT,5762
USA,PRY,7422
USA,PYF,9779
USA,QAT,11117
USA,ROM,8000
USA,RUS,7847
USA,RWA,11636
USA,SAU,10867
USA,SDN,10552
USA,SEN,6416
USA,SER,7609
USA,SGP,15586
USA,SLB,13344
USA,SLE,7188
USA,SLV,3053
USA,SOM,12600
USA,SUR,4323
USA,SVK,7185
USA,SVN,7132
USA,SWE,6652
USA,SWZ,13321
USA,SYC,13928
USA,SYR,9459
USA,TCD,9358
USA,TGO,8579
USA,THA,14213
USA,TJK,10788
USA,TKM,10291
USA,TON,12938
USA,TTO,3540
USA,TUN,7366
USA,TUR,8743
USA,TWN,12674
USA,TZA,12739
USA,UGA,11676
USA,UKR,7846
USA,URY,8461
USA,USA,
USA,UZB,10482
USA,VEN,3346
USA,VNM,13371
USA,VUT,13372
USA,YDR,11463
USA,YEM,11463
USA,YUG,7609
USA,ZAF,12700
USA,ZAR,10507
USA,ZMB,12408
USA,ZWE,12806
UZB,ABW,12761
UZB,AFG,782
UZB,AGO,7973
UZB,ALB,4080
UZB,AND,5488
UZB,ARE,2357
UZB,ARG,15448
UZB,ARM,2089
UZB,AUS,11780
UZB,AUT,4182
UZB,AZE,1635
UZB,BDI,6416
UZB,BEN,7608
UZB,BFA,7949
UZB,BGD,2775
UZB,BGR,3780
UZB,BHR,2406
